title,genre,release_date,popularity,vote_average,vote_count,runtime,original_language
Air Bud: Golden Receiver,comedy family,1998,3.58,4.6,41,90.0,en
Slums of Beverly Hills,comedy drama,1998,5.91,6.5,45,91.0,en
Henry II: Portrait of a Serial Killer,crime horror thriller,1996,1.6,5.8,5,84.0,en
Henry: Portrait of a Serial Killer,crime drama horror thriller,1986,10.07,6.8,142,83.0,en
The NeverEnding Story,adventure drama family fantasy,1984,14.23,7.0,1031,102.0,en
The Neverending Story II: The Next Chapter,adventure drama family fantasy,1990,6.66,5.5,193,89.0,en
Your Friends & Neighbors,comedy drama,1998,1.56,5.9,17,100.0,en
Dance with Me,drama music romance,1998,7.89,5.6,24,126.0,en
Déjà Vu,drama romance,1998,0.44,8.0,1,117.0,en
Marnie,crime drama mystery thriller,1964,6.41,7.2,233,130.0,en
Strangers on a Train,crime drama thriller,1951,15.42,7.6,379,101.0,en
Stage Fright,thriller,1950,4.33,6.8,61,110.0,en
Keep the Aspidistra Flying,comedy drama romance,1997,0.69,6.3,3,101.0,en
Modulations,documentary,1998,0.1,8.5,2,75.0,en
The Paradine Case,crime drama thriller,1947,3.98,6.3,42,125.0,en
Mr. & Mrs. Smith,comedy romance,1941,2.76,5.7,36,95.0,en
The Lady Vanishes,mystery thriller,1938,6.08,7.5,183,96.0,en
Rich and Strange,comedy drama thriller,1931,1.58,5.5,16,83.0,en
The Skin Game,drama,1931,1.78,4.9,15,77.0,en
Juno and the Paycock,drama,1930,1.78,5.1,11,85.0,en
Blackmail,crime drama thriller,1929,3.96,6.8,45,84.0,en
The Farmer's Wife,drama,2012,0.21,10.0,1,18.0,en
Easy Virtue,drama thriller,1928,0.96,5.4,15,79.0,en
The Ring,drama,1927,1.99,6.1,16,116.0,en
Cube,mystery science thriller,1997,12.1,6.9,1101,90.0,en
Simon Birch,comedy drama family,1998,2.65,6.5,52,114.0,en
My Bodyguard,drama family,1980,2.49,6.2,31,96.0,en
Grandview: U.S.A.,drama,1984,8.14,5.8,7,97.0,en
The Allnighter,comedy romance,1987,0.61,4.3,4,108.0,en
Young Doctors in Love,comedy,1982,1.77,5.2,13,96.0,en
Parasite,horror science,1982,0.58,5.1,8,85.0,en
One Crazy Summer,comedy drama family romance,1986,4.67,6.4,54,89.0,en
We're No Angels,comedy crime drama,1989,14.35,5.6,106,106.0,en
A Soldier's Daughter Never Cries,drama,1998,0.86,7.0,5,127.0,it
Strangeland,horror,1998,2.31,4.7,36,86.0,en
The Producers,comedy,1967,7.43,7.3,177,88.0,en
Nashville,drama music,1975,9.04,7.2,79,159.0,en
Slam,drama,1998,0.56,6.7,7,100.0,en
2010,science thriller,1984,7.48,6.6,290,116.0,en
Soldier,action science war,1998,7.97,6.1,226,99.0,en
Tales from the Darkside: The Movie,comedy fantasy horror thriller,1990,5.73,5.8,92,93.0,en
Velvet Goldmine,drama music,1998,16.53,6.9,119,119.0,en
The Naked Man,comedy thriller,1998,0.94,6.0,3,98.0,en
The Stepford Wives,horror mystery science,1975,3.95,6.7,79,117.0,en
Heart Condition,comedy fantasy science,1990,5.53,5.1,25,100.0,en
Nights of Cabiria,drama,1957,6.59,7.9,122,110.0,it
Central Station,drama,1998,4.92,7.6,132,113.0,pt
Godzilla 1985,action drama horror science thriller,1984,2.89,6.7,34,87.0,ja
King Kong,action adventure drama horror,1933,8.73,7.7,346,100.0,en
Fletch Lives,comedy crime mystery,1989,10.36,5.8,98,95.0,en
Police Academy 5: Assignment Miami Beach,comedy crime,1988,10.28,4.7,195,90.0,en
Steam: The Turkish Bath,drama,1997,1.75,6.4,24,94.0,it
Little Voice,comedy drama,1998,7.21,6.6,62,97.0,en
Rushmore,comedy drama,1998,6.0,7.5,688,93.0,en
Santa Claus: The Movie,adventure comedy family fantasy science,1985,11.69,6.1,58,108.0,en
Young Sherlock Holmes,action adventure crime drama family mystery thriller,1985,5.2,6.7,172,109.0,en
The General,action crime drama,1998,2.21,6.5,24,124.0,en
Mighty Joe Young,action adventure family fantasy,1998,6.94,5.9,208,114.0,en
Mighty Joe Young,action adventure drama fantasy science,1949,2.81,6.7,25,94.0,en
Hurlyburly,comedy drama,1998,7.35,5.6,22,122.0,en
The Boy Who Could Fly,drama family fantasy science,1986,3.79,6.0,36,114.0,en
The Fly,drama horror science,1958,8.41,6.9,129,94.0,en
The Fly II,horror science thriller,1989,9.21,5.2,159,105.0,en
Peggy Sue Got Married,comedy drama fantasy romance,1986,7.47,5.9,138,103.0,en
Soul Man,comedy,1986,3.59,5.4,42,104.0,en
Still Crazy,comedy music,1998,11.09,7.1,35,92.0,en
Tinseltown,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1997,0.04,5.0,1,0.0,en
Eight Days a Week,comedy drama romance,1997,4.52,6.0,11,92.0,en
The Ballad of Narayama,drama,1983,1.93,7.1,32,130.0,ja
Pet Sematary II,horror,1992,6.82,5.0,107,100.0,en
Christine,horror,1983,7.11,6.5,392,110.0,en
Night Shift,comedy,1982,4.54,5.9,46,106.0,en
Airport 1975,action adventure drama thriller,1974,8.48,5.5,79,107.0,en
Logan's Run,action adventure romance science,1976,6.84,6.6,272,119.0,en
Planet of the Apes,action adventure drama science,1968,17.78,7.5,958,112.0,en
Escape from the Planet of the Apes,action science,1971,12.12,6.3,270,98.0,en
Avalanche,action adventure drama,1978,1.19,3.2,10,94.0,en
The Concorde... Airport '79,action drama thriller,1979,3.51,4.7,45,123.0,en
Beyond the Poseidon Adventure,action adventure drama,1979,3.28,5.3,28,114.0,en
The Corruptor,action crime mystery thriller,1999,9.21,6.1,60,110.0,en
The School of Flesh,drama mystery romance,1998,1.09,5.7,7,110.0,fr
My Boyfriend's Back,comedy romance,1993,2.18,5.4,22,85.0,en
Village of the Damned,horror science,1960,6.4,7.1,92,77.0,en
Telling You,comedy drama romance,1998,0.38,1.5,2,94.0,en
The King and I,animation drama family,1999,1.47,5.0,23,87.0,en
The Out-of-Towners,comedy,1999,9.02,5.1,46,90.0,en
Metroland,comedy drama,1997,0.5,6.1,8,105.0,en
Twin Dragons,action comedy,1992,10.22,6.2,72,89.0,cn
Hideous Kinky,drama romance,1998,2.4,6.2,23,98.0,en
Photographer,documentary history tv war,1998,0.0,0.0,0,52.0,pl
SLC Punk,comedy crime drama music romance,1998,4.37,7.3,93,97.0,en
A Little Bit of Soul,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1998,0.35,5.0,2,84.0,en
Nô,drama foreign,1998,0.19,7.0,1,85.0,en
Let It Come Down: The Life of Paul Bowles,documentary,1999,0.0,0.0,0,75.0,en
Idle Hands,comedy horror thriller,1999,6.85,6.1,183,92.0,en
The Winslow Boy,drama,1999,2.69,6.4,22,104.0,en
Xiu Xiu: The Sent-Down Girl,drama foreign,1998,1.29,7.3,7,99.0,zh
Frogs for Snakes,comedy crime thriller,1998,0.43,0.0,0,108.0,en
The Mummy,horror,1932,12.19,6.9,121,73.0,en
The Mummy's Curse,horror,1944,2.12,6.9,11,62.0,en
Mommie Dearest,drama,1981,2.88,6.6,55,129.0,en
Superman IV: The Quest for Peace,action adventure science,1987,7.99,4.1,327,90.0,en
House of Dracula,horror science,1945,9.07,5.8,20,67.0,en
House of Frankenstein,fantasy horror science thriller,1944,2.54,6.2,30,71.0,en
Frankenstein,drama horror science,1931,8.09,7.3,295,71.0,en
Son of Dracula,fantasy horror,1943,5.34,6.8,16,80.0,en
Tarantula,horror science thriller,1955,4.45,6.1,58,80.0,en
The Thing from Another World,horror science,1951,5.47,6.9,142,87.0,en
The War of the Worlds,horror science thriller,1953,5.61,6.8,172,85.0,en
It Conquered the World,horror science thriller,1956,2.14,4.0,10,71.0,en
Eternity and a Day,drama,1998,1.27,7.1,14,137.0,el
Promise Her Anything,comedy drama fantasy,1999,0.45,0.0,0,101.0,en
The Legend of 1900,fantasy,1998,7.67,8.1,554,170.0,it
The Boys,drama,1998,1.24,6.8,3,86.0,en
Broken Vessels,drama,1998,0.12,6.0,2,90.0,en
Late August: Early September,drama foreign,1998,0.98,7.3,4,112.0,fr
Arlington Road,drama mystery thriller,1999,8.61,7.0,246,117.0,en
Trick,comedy romance,1999,2.49,6.7,24,89.0,en
Twin Falls Idaho,drama romance,1999,1.6,7.1,12,111.0,en
The 400 Blows,drama,1959,7.27,8.0,363,99.0,fr
The Mosquito Coast,adventure drama,1986,6.22,6.3,126,119.0,en
Brighton Beach Memoirs,comedy drama romance,1986,2.56,6.2,20,108.0,en
The Mission,action adventure drama history,1986,11.24,7.1,295,126.0,en
Deadtime Stories,horror thriller,1986,1.71,4.6,7,93.0,en
The Iron Giant,adventure animation family fantasy science,1999,15.44,7.6,1470,86.0,en
The Acid House,comedy drama,1998,4.22,6.4,33,106.0,en
The Yards,action crime drama thriller,2000,11.16,6.0,98,115.0,en
Bowfinger,comedy,1999,7.17,6.0,258,97.0,en
Detroit Rock City,comedy music,1999,6.07,6.7,102,95.0,en
Cobra,drama romance,1925,0.22,6.7,3,70.0,en
Never Talk to Strangers,romance thriller,1995,7.51,4.7,31,86.0,en
The Raven,comedy fantasy horror,1963,4.82,6.3,56,86.0,en
An American Werewolf in Paris,comedy horror,1997,7.15,5.3,154,105.0,en
National Lampoon's Vacation,adventure comedy romance,1983,7.75,7.1,412,98.0,en
Funny Farm,comedy,1988,11.3,6.0,74,101.0,en
Little Nemo: Adventures In Slumberland,adventure animation family fantasy,1989,2.77,7.1,36,85.0,en
Universal Soldier,action crime science thriller,1992,8.04,5.8,382,102.0,en
The Source,documentary foreign,1999,0.45,4.9,5,88.0,en
Iron Eagle II,action adventure drama thriller,1988,2.33,4.3,17,105.0,en
Iron Eagle III,action thriller,1992,8.48,3.6,15,98.0,en
Iron Eagle IV,action adventure,1995,1.29,3.2,8,96.0,en
Cabaret Balkan,drama,1998,0.57,7.3,4,102.0,sr
Outside Providence,comedy drama romance,1999,3.11,5.6,30,96.0,en
Bedrooms and Hallways,comedy drama romance,1998,1.02,5.9,11,96.0,en
West Beyrouth,comedy drama romance,1998,0.22,8.8,5,105.0,en
Stir of Echoes,horror mystery thriller,1999,5.88,6.5,334,99.0,en
A Soldier's Story,drama mystery war,1984,12.02,6.2,54,101.0,en
Stop Making Sense,documentary music,1984,2.36,8.7,47,88.0,en
For Love of the Game,drama romance,1999,4.95,6.3,88,137.0,en
The Buddy Holly Story,drama,1978,2.02,7.5,33,113.0,en
Fright Night,horror,1985,7.47,6.9,279,106.0,en
Fright Night Part 2,comedy horror,1988,5.78,6.4,81,104.0,en
La séparation,drama foreign,1994,0.53,5.4,7,88.0,en
Excalibur,adventure fantasy,1981,8.8,7.1,241,140.0,en
Armour of God II: Operation Condor,action adventure crime thriller,1991,12.28,7.0,109,106.0,cn
Mumford,comedy drama romance,1999,8.1,6.3,27,112.0,en
New Rose Hotel,drama mystery science,1998,10.26,5.0,24,93.0,en
Plunkett & MacLeane,action comedy drama,1999,10.29,6.1,49,93.0,en
Alvarez Kelly,action war western,1966,1.49,6.6,10,116.0,en
And the Ship Sails On,comedy drama foreign music,1983,1.72,7.0,22,128.0,it
Sanjuro,action comedy drama,1962,11.29,7.8,122,96.0,ja
Drunken Master,action comedy,1978,7.4,7.2,178,111.0,cn
The Conformist,drama,1970,9.93,7.6,129,107.0,it
Brief Encounter,drama romance,1945,5.41,7.6,123,86.0,en
Reds,drama history,1981,5.46,7.1,70,195.0,en
El Amor Brujo,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1986,0.19,7.0,4,100.0,es
Sullivan's Travels,adventure comedy drama romance,1941,8.64,8.0,100,90.0,en
The Dirty Dozen,action adventure war,1967,15.64,7.5,309,150.0,en
Penitentiary,action drama,1979,0.23,4.9,8,99.0,en
Someone to Watch Over Me,crime drama romance thriller,1987,3.5,5.8,38,106.0,en
Naturally Native,drama,1999,0.1,0.0,0,107.0,en
Fever Pitch,comedy romance,1997,6.91,6.1,53,102.0,en
Joe the King,crime drama,1999,1.49,6.3,8,93.0,en
Julien Donkey-Boy,comedy drama,1999,1.35,7.1,27,96.0,en
The Straight Story,drama,1999,14.58,7.7,315,112.0,en
The Bad Seed,crime drama horror thriller,1956,7.98,7.1,91,129.0,en
Fitzcarraldo,action adventure drama,1982,4.76,7.7,151,158.0,de
All That Jazz,drama music,1979,5.63,7.3,88,123.0,en
Bringing Out the Dead,drama,1999,8.83,6.6,228,121.0,en
On Any Sunday,documentary,1971,0.93,6.9,7,96.0,en
Melvin and Howard,comedy drama,1980,6.74,6.8,18,95.0,en
The City,drama,1999,0.47,7.6,9,88.0,en
Man Of The Century,comedy romance,1999,0.01,0.0,0,80.0,en
American Movie,documentary,1999,5.96,7.7,57,107.0,en
Last Night,drama romance science,1998,5.47,7.0,41,95.0,en
Portraits Chinois,comedy drama,1996,0.13,7.5,2,111.0,fr
Bride of Re-Animator,comedy horror science,1989,8.24,6.1,70,96.0,en
Coma,drama mystery thriller,1978,5.62,6.4,88,113.0,en
The Funhouse,horror,1981,3.99,5.8,69,96.0,en
Yojimbo,drama thriller,1961,10.31,8.0,334,110.0,ja
Quest for Fire,adventure drama,1981,8.34,7.2,111,100.0,xx
Meatballs,comedy,1979,6.61,5.9,79,92.0,en
Meatballs III: Summer Job,comedy,1986,1.67,4.4,14,96.0,en
Dead Again,thriller,1991,9.7,6.7,81,107.0,en
Peter's Friends,comedy drama,1992,2.54,6.7,46,101.0,en
Experience Preferred...But Not Essential,comedy,1982,0.12,7.5,2,80.0,en
How I Won the War,comedy war,1967,1.49,5.6,10,109.0,en
Light It Up,drama thriller,1999,1.25,6.6,7,99.0,en
British Intelligence,action adventure,1940,0.23,5.8,5,61.0,en
Ten Benny,action drama,1995,0.06,10.0,1,108.0,en
Tora! Tora! Tora!,action adventure drama history war,1970,7.26,6.9,150,144.0,en
The Effect of Gamma Rays on Man-in-the-Moon Marigolds,drama,1972,0.47,6.9,12,100.0,en
Jeremiah Johnson,adventure western,1972,4.71,7.5,126,108.0,en
Irma la Douce,comedy romance,1963,5.97,7.1,74,135.0,en
Bicycle Thieves,drama,1948,13.23,8.0,404,93.0,it
Kagemusha,action drama history war,1980,6.21,7.7,135,180.0,ja
My Man Godfrey,comedy,1957,0.19,6.4,4,92.0,en
Midnight Run,adventure comedy crime,1988,5.56,7.2,241,126.0,en
The Distinguished Gentleman,comedy,1992,9.64,5.7,78,112.0,en
Holy Smoke!,comedy drama,1999,3.18,5.3,47,115.0,en
Broadway Damage,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1997,0.05,6.0,1,0.0,en
The Great Santini,drama,1979,3.92,6.9,21,115.0,en
Diamonds,comedy drama mystery,1999,1.65,5.4,7,91.0,en
Blood on the Sun,action drama war,1945,1.13,5.1,7,93.0,en
Onegin,drama romance,1999,7.17,5.8,26,104.0,en
Brenda Starr,adventure fantasy,1989,6.56,5.1,7,93.0,en
Carnal Knowledge,drama,1971,2.84,6.7,34,98.0,en
The Falcon and the Snowman,crime drama thriller,1985,4.69,6.5,43,132.0,en
Hi-Yo Silver,western,1940,0.0,0.0,0,68.0,en
Ulysses,adventure,1954,1.99,6.3,32,100.0,en
Next Friday,comedy,2000,10.07,6.5,145,98.0,en
The Third Miracle,drama,1999,2.27,6.1,16,119.0,en
Trans,drama,1998,0.04,0.0,0,80.0,en
Supernova,horror science thriller,2000,5.5,4.9,109,91.0,en
Pal Joey,comedy music romance,1957,2.77,5.9,16,111.0,en
Black Sunday,horror,1960,4.68,7.2,79,87.0,it
The Snows of Kilimanjaro,action adventure drama romance,1952,1.8,6.1,18,117.0,en
Fast Times at Ridgemont High,comedy,1982,14.66,7.0,330,90.0,en
The Draughtsman's Contract,comedy mystery romance,1982,2.44,6.9,44,103.0,en
Carmen,drama music,1984,1.49,5.9,6,152.0,fr
Down to You,comedy drama family romance,2000,3.85,4.9,71,91.0,en
Not Love: Just Frenzy,comedy drama romance thriller,1996,0.22,4.6,4,125.0,es
Seven Chances,comedy romance,1925,4.59,7.3,49,56.0,en
Smashing Time,comedy,1967,0.33,4.8,2,96.0,en
Where the Buffalo Roam,comedy drama,1980,3.22,6.1,48,96.0,en
Eye of the Beholder,drama mystery thriller,1999,3.77,5.3,42,109.0,en
Santitos,drama foreign romance,1999,0.29,6.3,2,105.0,en
Howards End,drama romance,1992,10.85,7.0,98,140.0,en
Singles,comedy drama romance,1992,10.45,6.6,106,99.0,en
Man Bites Dog,comedy crime drama horror,1992,8.76,7.2,194,95.0,fr
El Mariachi,action crime thriller,1992,9.97,6.6,243,81.0,es
The Boondock Saints,action crime thriller,1999,12.46,7.2,848,108.0,en
Knockout,action drama,2000,0.31,0.0,0,99.0,en
They Might Be Giants,comedy mystery thriller,1971,2.3,7.3,19,98.0,en
Trois,drama romance thriller,2000,0.06,4.5,1,93.0,en
The Big Combo,action crime drama mystery thriller,1955,1.79,7.2,25,84.0,en
Raining Stones,comedy drama,1993,1.59,5.7,20,90.0,en
With Byrd at the South Pole,documentary,1930,0.1,7.5,2,82.0,en
The Circus,comedy drama,1928,6.71,8.0,119,71.0,en
The Flamingo Kid,comedy drama romance,1984,4.42,6.0,17,100.0,en
Class Reunion,comedy,1982,2.09,3.4,5,84.0,en
Deterrence,action drama mystery thriller,2000,3.68,6.1,7,101.0,en
The Year My Voice Broke,drama foreign romance,1987,1.33,7.3,10,105.0,en
The Legend of Lobo,adventure family,1962,0.02,0.0,0,67.0,en
Key Largo,crime drama thriller,1948,7.59,7.6,124,100.0,en
I'll Never Forget What's'isname,comedy drama,1967,0.3,7.0,3,97.0,en
For All Mankind,documentary,1989,3.22,8.3,34,80.0,en
Color Me Blood Red,horror,1965,0.65,5.0,16,79.0,en
The Perils of Pauline,comedy,1947,0.89,8.0,1,96.0,en
A Raisin in the Sun,drama romance,1961,2.5,7.1,26,128.0,en
Brown's Requiem,action drama mystery thriller,1998,0.28,6.0,2,104.0,en
Dog Day Afternoon,crime drama thriller,1975,7.53,7.6,685,125.0,en
The Searchers,western,1956,7.8,7.7,332,119.0,en
The Ogre,drama,1996,1.55,6.4,14,118.0,de
Song of Freedom,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1936,0.01,0.0,0,80.0,en
Who's Harry Crumb?,comedy crime mystery,1989,7.1,5.5,77,94.0,en
...And Justice for All,crime drama mystery thriller,1979,6.29,7.1,118,119.0,en
Mo' Better Blues,drama romance,1990,2.72,6.3,48,129.0,en
Jungle Fever,drama romance,1991,7.7,6.0,71,132.0,en
Coogan's Bluff,action crime drama thriller,1968,4.61,6.2,80,93.0,en
Death Wish,action crime drama thriller,1974,12.97,7.0,165,93.0,en
Death Wish 5: The Face of Death,action crime drama thriller,1994,3.6,5.0,46,95.0,en
Cool as Ice,action comedy drama music romance,1991,2.33,4.7,27,91.0,en
Born American,action drama,1986,0.29,3.6,7,97.0,en
Funny Bones,comedy,1995,3.21,6.8,12,128.0,en
Grumpy Old Men,comedy family romance,1993,7.53,6.5,176,103.0,en
Here On Earth,romance,2000,3.2,5.4,48,96.0,en
Jonah Who Will Be 25 in the Year 2000,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1976,0.01,8.0,4,116.0,fr
A Place in the Sun,drama romance,1951,6.66,6.9,87,122.0,en
Jacob's Ladder,drama horror mystery,1990,8.18,7.3,376,113.0,en
High Fidelity,comedy drama music romance,2000,8.52,7.0,636,113.0,en
Horror Express,horror,1972,12.0,6.2,63,90.0,en
Mr. Saturday Night,comedy drama,1992,0.99,5.2,17,119.0,en
No Way Out,action drama thriller,1987,11.46,6.9,155,114.0,en
North Dallas Forty,comedy drama,1979,5.67,6.2,12,119.0,en
Black and White,drama,1999,1.19,4.6,20,98.0,en
Joe Gould's Secret,drama,2000,1.06,6.8,6,104.0,en
Mystery Train,comedy crime drama,1989,4.81,7.0,92,113.0,en
Smoking / No Smoking,comedy drama,1993,0.5,6.6,11,298.0,fr
The Filth and the Fury,documentary music,2000,2.76,7.3,29,108.0,en
Prick Up Your Ears,drama,1987,3.33,6.1,27,111.0,en
Auntie Mame,comedy drama,1958,1.85,6.4,28,143.0,en
Guys and Dolls,comedy music romance,1955,4.86,6.9,55,150.0,en
Caddyshack,comedy,1980,10.45,6.7,370,98.0,en
Gossip,drama mystery thriller,2000,8.26,5.6,70,90.0,en
Stacy's Knights,drama,1983,0.0,0.0,0,100.0,en
Smiling Fish & Goat On Fire,comedy romance,1999,0.07,7.0,1,90.0,en
The Idiots,comedy drama,1998,9.17,6.7,107,117.0,da
The Last September,drama foreign romance,2000,0.04,8.0,1,103.0,en
Carnosaur 2,horror science,1995,0.55,4.8,12,83.0,fr
The Idolmaker,drama music romance,1980,0.23,6.5,5,117.0,en
The Nibelungs: Tale 1: Siegfried,adventure drama fantasy,1966,1.31,6.3,4,91.0,de
The Lords of Flatbush,drama,1974,1.39,5.7,18,86.0,en
Mr. Mom,comedy drama family,1983,10.69,6.5,79,91.0,en
Battlefield Earth,action science war,2000,5.28,3.0,259,118.0,en
Anchors Aweigh,comedy fantasy music romance,1945,4.35,6.3,44,143.0,en
Blue Hawaii,comedy music romance,1961,6.66,5.2,32,102.0,en
The Castaway Cowboy,adventure comedy family western,1974,0.02,6.1,4,91.0,en
Pee-wee's Big Adventure,adventure comedy,1985,11.46,6.6,239,90.0,en
Roustabout,drama music romance,1964,1.05,5.8,11,101.0,en
Possession,drama horror,1981,10.51,6.9,153,123.0,fr
Carnival of Souls,horror mystery,1962,9.51,6.7,94,78.0,en
The Gold Rush,adventure comedy drama,1925,6.2,7.7,308,95.0,en
Monsieur Verdoux,comedy crime drama,1947,6.47,7.9,74,124.0,en
Those Who Love Me Can Take the Train,drama romance,1998,1.16,4.5,3,122.0,fr
A Woman of Paris,drama romance,1923,1.75,7.1,17,78.0,en
